Municipios;Sexo;Periodo;Total
36015 Cuntis;Mujeres;1996;3.152
36016 Dozón;Total;2020;1.073
36016 Dozón;Total;2019;1.082
36016 Dozón;Total;2018;1.110
36016 Dozón;Total;2017;1.179
36016 Dozón;Total;2016;1.107
36016 Dozón;Total;2015;1.174
36016 Dozón;Total;2014;1.209
36016 Dozón;Total;2013;1.241
36016 Dozón;Total;2012;1.328
36016 Dozón;Total;2011;1.744
36016 Dozón;Total;2010;1.781
36016 Dozón;Total;2009;1.827
36016 Dozón;Total;2008;1.864
36016 Dozón;Total;2007;1.923
36016 Dozón;Total;2006;1.947
36016 Dozón;Total;2005;1.980
36016 Dozón;Total;2004;2.030
36016 Dozón;Total;2003;2.059
36016 Dozón;Total;2002;2.095
36016 Dozón;Total;2001;2.164
36016 Dozón;Total;2000;2.174
36016 Dozón;Total;1999;2.230
36016 Dozón;Total;1998;2.279
36016 Dozón;Total;1997;""
36016 Dozón;Total;1996;2.538
36016 Dozón;Hombres;2020;560
36016 Dozón;Hombres;2019;566
36016 Dozón;Hombres;2018;579
36016 Dozón;Hombres;2017;611
36016 Dozón;Hombres;2016;576
36016 Dozón;Hombres;2015;610
36016 Dozón;Hombres;2014;621
36016 Dozón;Hombres;2013;633
36016 Dozón;Hombres;2012;671
36016 Dozón;Hombres;2011;857
36016 Dozón;Hombres;2010;878
36016 Dozón;Hombres;2009;899
36016 Dozón;Hombres;2008;916
36016 Dozón;Hombres;2007;937
36016 Dozón;Hombres;2006;948
36016 Dozón;Hombres;2005;962
36016 Dozón;Hombres;2004;987
36016 Dozón;Hombres;2003;995
36016 Dozón;Hombres;2002;1.004
36016 Dozón;Hombres;2001;1.029
36016 Dozón;Hombres;2000;1.037
36016 Dozón;Hombres;1999;1.069
36016 Dozón;Hombres;1998;1.104
36016 Dozón;Hombres;1997;""
36016 Dozón;Hombres;1996;1.260
36016 Dozón;Mujeres;2020;513
36016 Dozón;Mujeres;2019;516
36016 Dozón;Mujeres;2018;531
36016 Dozón;Mujeres;2017;568
36016 Dozón;Mujeres;2016;531
36016 Dozón;Mujeres;2015;564
36016 Dozón;Mujeres;2014;588
36016 Dozón;Mujeres;2013;608
36016 Dozón;Mujeres;2012;657
36016 Dozón;Mujeres;2011;887
36016 Dozón;Mujeres;2010;903
36016 Dozón;Mujeres;2009;928
36016 Dozón;Mujeres;2008;948
36016 Dozón;Mujeres;2007;986
36016 Dozón;Mujeres;2006;999
36016 Dozón;Mujeres;2005;1.018
36016 Dozón;Mujeres;2004;1.043
36016 Dozón;Mujeres;2003;1.064
36016 Dozón;Mujeres;2002;1.091
36016 Dozón;Mujeres;2001;1.135
36016 Dozón;Mujeres;2000;1.137
36016 Dozón;Mujeres;1999;1.161
36016 Dozón;Mujeres;1998;1.175
36016 Dozón;Mujeres;1997;""
36016 Dozón;Mujeres;1996;1.278
36017 Estrada, A;Total;2020;20.351
36017 Estrada, A;Total;2019;20.479
36017 Estrada, A;Total;2018;20.661
36017 Estrada, A;Total;2017;20.700
36017 Estrada, A;Total;2016;20.891
36017 Estrada, A;Total;2015;21.025
36017 Estrada, A;Total;2014;21.197
36017 Estrada, A;Total;2013;21.464
36017 Estrada, A;Total;2012;21.657
36017 Estrada, A;Total;2011;21.759
36017 Estrada, A;Total;2010;21.828
36017 Estrada, A;Total;2009;21.880
36017 Estrada, A;Total;2008;21.886
36017 Estrada, A;Total;2007;21.908
36017 Estrada, A;Total;2006;22.013
36017 Estrada, A;Total;2005;22.102
36017 Estrada, A;Total;2004;22.217
36017 Estrada, A;Total;2003;22.362
36017 Estrada, A;Total;2002;22.125
36017 Estrada, A;Total;2001;22.216
36017 Estrada, A;Total;2000;22.317
36017 Estrada, A;Total;1999;22.331
36017 Estrada, A;Total;1998;22.369
36017 Estrada, A;Total;1997;""
36017 Estrada, A;Total;1996;22.492
36017 Estrada, A;Hombres;2020;9.771
36017 Estrada, A;Hombres;2019;9.811
36017 Estrada, A;Hombres;2018;9.912
36017 Estrada, A;Hombres;2017;9.962
36017 Estrada, A;Hombres;2016;10.048
36017 Estrada, A;Hombres;2015;10.072
36017 Estrada, A;Hombres;2014;10.171
36017 Estrada, A;Hombres;2013;10.283
36017 Estrada, A;Hombres;2012;10.382
36017 Estrada, A;Hombres;2011;10.392
36017 Estrada, A;Hombres;2010;10.405
36017 Estrada, A;Hombres;2009;10.418
36017 Estrada, A;Hombres;2008;10.399
36017 Estrada, A;Hombres;2007;10.371
36017 Estrada, A;Hombres;2006;10.420
36017 Estrada, A;Hombres;2005;10.449
36017 Estrada, A;Hombres;2004;10.503
36017 Estrada, A;Hombres;2003;10.538
36017 Estrada, A;Hombres;2002;10.398
36017 Estrada, A;Hombres;2001;10.421
36017 Estrada, A;Hombres;2000;10.456
36017 Estrada, A;Hombres;1999;10.492
36017 Estrada, A;Hombres;1998;10.532
36017 Estrada, A;Hombres;1997;""
36017 Estrada, A;Hombres;1996;10.622
36017 Estrada, A;Mujeres;2020;10.580
36017 Estrada, A;Mujeres;2019;10.668
36017 Estrada, A;Mujeres;2018;10.749
36017 Estrada, A;Mujeres;2017;10.738
36017 Estrada, A;Mujeres;2016;10.843
36017 Estrada, A;Mujeres;2015;10.953
36017 Estrada, A;Mujeres;2014;11.026
36017 Estrada, A;Mujeres;2013;11.181
36017 Estrada, A;Mujeres;2012;11.275
36017 Estrada, A;Mujeres;2011;11.367
36017 Estrada, A;Mujeres;2010;11.423
36017 Estrada, A;Mujeres;2009;11.462
36017 Estrada, A;Mujeres;2008;11.487
36017 Estrada, A;Mujeres;2007;11.537
36017 Estrada, A;Mujeres;2006;11.593
36017 Estrada, A;Mujeres;2005;11.653
36017 Estrada, A;Mujeres;2004;11.714
36017 Estrada, A;Mujeres;2003;11.824
36017 Estrada, A;Mujeres;2002;11.727
36017 Estrada, A;Mujeres;2001;11.795
36017 Estrada, A;Mujeres;2000;11.861
36017 Estrada, A;Mujeres;1999;11.839
36017 Estrada, A;Mujeres;1998;11.837
36017 Estrada, A;Mujeres;1997;""
36017 Estrada, A;Mujeres;1996;11.870
36018 Forcarei;Total;2020;3.308
36018 Forcarei;Total;2019;3.388
36018 Forcarei;Total;2018;3.451
36018 Forcarei;Total;2017;3.523
36018 Forcarei;Total;2016;3.621
36018 Forcarei;Total;2015;3.683
36018 Forcarei;Total;2014;3.696
36018 Forcarei;Total;2013;3.820
36018 Forcarei;Total;2012;3.916
36018 Forcarei;Total;2011;4.044
36018 Forcarei;Total;2010;4.108
36018 Forcarei;Total;2009;4.219
36018 Forcarei;Total;2008;4.336
36018 Forcarei;Total;2007;4.428
36018 Forcarei;Total;2006;4.505
36018 Forcarei;Total;2005;4.576
36018 Forcarei;Total;2004;4.616
36018 Forcarei;Total;2003;4.704
36018 Forcarei;Total;2002;4.802
36018 Forcarei;Total;2001;4.849
36018 Forcarei;Total;2000;4.889
36018 Forcarei;Total;1999;4.892
36018 Forcarei;Total;1998;5.064
36018 Forcarei;Total;1997;""
36018 Forcarei;Total;1996;5.301
36018 Forcarei;Hombres;2020;1.569
36018 Forcarei;Hombres;2019;1.617
36018 Forcarei;Hombres;2018;1.649
36018 Forcarei;Hombres;2017;1.674
36018 Forcarei;Hombres;2016;1.715
36018 Forcarei;Hombres;2015;1.728
36018 Forcarei;Hombres;2014;1.735
36018 Forcarei;Hombres;2013;1.807
36018 Forcarei;Hombres;2012;1.861
36018 Forcarei;Hombres;2011;1.924
36018 Forcarei;Hombres;2010;1.939
36018 Forcarei;Hombres;2009;1.985
36018 Forcarei;Hombres;2008;2.036
36018 Forcarei;Hombres;2007;2.081
36018 Forcarei;Hombres;2006;2.111
36018 Forcarei;Hombres;2005;2.142
36018 Forcarei;Hombres;2004;2.175
36018 Forcarei;Hombres;2003;2.215
36018 Forcarei;Hombres;2002;2.268
36018 Forcarei;Hombres;2001;2.286
36018 Forcarei;Hombres;2000;2.303
36018 Forcarei;Hombres;1999;2.284
36018 Forcarei;Hombres;1998;2.389
36018 Forcarei;Hombres;1997;""
36018 Forcarei;Hombres;1996;2.512
36018 Forcarei;Mujeres;2020;1.739
36018 Forcarei;Mujeres;2019;1.771
36018 Forcarei;Mujeres;2018;1.802
36018 Forcarei;Mujeres;2017;1.849
36018 Forcarei;Mujeres;2016;1.906
36018 Forcarei;Mujeres;2015;1.955
36018 Forcarei;Mujeres;2014;1.961
36018 Forcarei;Mujeres;2013;2.013
36018 Forcarei;Mujeres;2012;2.055
36018 Forcarei;Mujeres;2011;2.120
36018 Forcarei;Mujeres;2010;2.169
36018 Forcarei;Mujeres;2009;2.234
36018 Forcarei;Mujeres;2008;2.300
36018 Forcarei;Mujeres;2007;2.347
36018 Forcarei;Mujeres;2006;2.394
36018 Forcarei;Mujeres;2005;2.434
36018 Forcarei;Mujeres;2004;2.441
36018 Forcarei;Mujeres;2003;2.489
36018 Forcarei;Mujeres;2002;2.534
36018 Forcarei;Mujeres;2001;2.563
36018 Forcarei;Mujeres;2000;2.586
36018 Forcarei;Mujeres;1999;2.608
36018 Forcarei;Mujeres;1998;2.675
36018 Forcarei;Mujeres;1997;""
36018 Forcarei;Mujeres;1996;2.789
36019 Fornelos de Montes;Total;2020;1.598
36019 Fornelos de Montes;Total;2019;1.616
36019 Fornelos de Montes;Total;2018;1.640
36019 Fornelos de Montes;Total;2017;1.694
36019 Fornelos de Montes;Total;2016;1.748
36019 Fornelos de Montes;Total;2015;1.794
36019 Fornelos de Montes;Total;2014;1.784
36019 Fornelos de Montes;Total;2013;1.864
36019 Fornelos de Montes;Total;2012;1.906
36019 Fornelos de Montes;Total;2011;2.002
36019 Fornelos de Montes;Total;2010;1.966
36019 Fornelos de Montes;Total;2009;1.976
36019 Fornelos de Montes;Total;2008;1.991
36019 Fornelos de Montes;Total;2007;2.036
36019 Fornelos de Montes;Total;2006;2.042
36019 Fornelos de Montes;Total;2005;2.057
36019 Fornelos de Montes;Total;2004;2.092
36019 Fornelos de Montes;Total;2003;2.137
36019 Fornelos de Montes;Total;2002;2.181
36019 Fornelos de Montes;Total;2001;2.230
36019 Fornelos de Montes;Total;2000;2.271
36019 Fornelos de Montes;Total;1999;2.343
36019 Fornelos de Montes;Total;1998;2.343
36019 Fornelos de Montes;Total;1997;""
36019 Fornelos de Montes;Total;1996;2.410
36019 Fornelos de Montes;Hombres;2020;768
36019 Fornelos de Montes;Hombres;2019;770
36019 Fornelos de Montes;Hombres;2018;783
36019 Fornelos de Montes;Hombres;2017;810
36019 Fornelos de Montes;Hombres;2016;827
36019 Fornelos de Montes;Hombres;2015;850
36019 Fornelos de Montes;Hombres;2014;835
36019 Fornelos de Montes;Hombres;2013;883
36019 Fornelos de Montes;Hombres;2012;899
36019 Fornelos de Montes;Hombres;2011;950
36019 Fornelos de Montes;Hombres;2010;928
36019 Fornelos de Montes;Hombres;2009;926
36019 Fornelos de Montes;Hombres;2008;933
36019 Fornelos de Montes;Hombres;2007;943
36019 Fornelos de Montes;Hombres;2006;944
36019 Fornelos de Montes;Hombres;2005;952
36019 Fornelos de Montes;Hombres;2004;965
36019 Fornelos de Montes;Hombres;2003;987
36019 Fornelos de Montes;Hombres;2002;998
36019 Fornelos de Montes;Hombres;2001;1.019
36019 Fornelos de Montes;Hombres;2000;1.035
36019 Fornelos de Montes;Hombres;1999;1.063
36019 Fornelos de Montes;Hombres;1998;1.063
36019 Fornelos de Montes;Hombres;1997;""
36019 Fornelos de Montes;Hombres;1996;1.099
36019 Fornelos de Montes;Mujeres;2020;830
36019 Fornelos de Montes;Mujeres;2019;846
36019 Fornelos de Montes;Mujeres;2018;857
36019 Fornelos de Montes;Mujeres;2017;884
36019 Fornelos de Montes;Mujeres;2016;921
36019 Fornelos de Montes;Mujeres;2015;944
36019 Fornelos de Montes;Mujeres;2014;949
36019 Fornelos de Montes;Mujeres;2013;981
36019 Fornelos de Montes;Mujeres;2012;1.007
36019 Fornelos de Montes;Mujeres;2011;1.052
36019 Fornelos de Montes;Mujeres;2010;1.038
36019 Fornelos de Montes;Mujeres;2009;1.050
36019 Fornelos de Montes;Mujeres;2008;1.058
36019 Fornelos de Montes;Mujeres;2007;1.093
36019 Fornelos de Montes;Mujeres;2006;1.098
36019 Fornelos de Montes;Mujeres;2005;1.105
36019 Fornelos de Montes;Mujeres;2004;1.127
36019 Fornelos de Montes;Mujeres;2003;1.150
36019 Fornelos de Montes;Mujeres;2002;1.183
36019 Fornelos de Montes;Mujeres;2001;1.211
36019 Fornelos de Montes;Mujeres;2000;1.236
36019 Fornelos de Montes;Mujeres;1999;1.280
36019 Fornelos de Montes;Mujeres;1998;1.280
36019 Fornelos de Montes;Mujeres;1997;""
36019 Fornelos de Montes;Mujeres;1996;1.311
36021 Gondomar;Total;2020;14.702
36021 Gondomar;Total;2019;14.286
36021 Gondomar;Total;2018;14.236
36021 Gondomar;Total;2017;14.233
36021 Gondomar;Total;2016;14.192
36021 Gondomar;Total;2015;14.056
36021 Gondomar;Total;2014;14.051
36021 Gondomar;Total;2013;14.005
36021 Gondomar;Total;2012;13.954
36021 Gondomar;Total;2011;13.973
36021 Gondomar;Total;2010;13.890
36021 Gondomar;Total;2009;13.841
36021 Gondomar;Total;2008;13.713
36021 Gondomar;Total;2007;13.371
36021 Gondomar;Total;2006;12.888
36021 Gondomar;Total;2005;12.685
36021 Gondomar;Total;2004;12.121
36021 Gondomar;Total;2003;11.987
36021 Gondomar;Total;2002;11.861
36021 Gondomar;Total;2001;11.631
36021 Gondomar;Total;2000;11.463
36021 Gondomar;Total;1999;11.327
36021 Gondomar;Total;1998;11.190
36021 Gondomar;Total;1997;""
36021 Gondomar;Total;1996;11.147
36021 Gondomar;Hombres;2020;7.303
36021 Gondomar;Hombres;2019;7.091
36021 Gondomar;Hombres;2018;7.074
36021 Gondomar;Hombres;2017;7.066
36021 Gondomar;Hombres;2016;7.043
36021 Gondomar;Hombres;2015;6.954
36021 Gondomar;Hombres;2014;6.942
36021 Gondomar;Hombres;2013;6.906
36021 Gondomar;Hombres;2012;6.858
36021 Gondomar;Hombres;2011;6.895
36021 Gondomar;Hombres;2010;6.862
36021 Gondomar;Hombres;2009;6.816
36021 Gondomar;Hombres;2008;6.751
36021 Gondomar;Hombres;2007;6.625
36021 Gondomar;Hombres;2006;6.400
36021 Gondomar;Hombres;2005;6.280
36021 Gondomar;Hombres;2004;5.977
36021 Gondomar;Hombres;2003;5.896
36021 Gondomar;Hombres;2002;5.841
36021 Gondomar;Hombres;2001;5.714
36021 Gondomar;Hombres;2000;5.615
36021 Gondomar;Hombres;1999;5.549
36021 Gondomar;Hombres;1998;5.485
36021 Gondomar;Hombres;1997;""
36021 Gondomar;Hombres;1996;5.469
36021 Gondomar;Mujeres;2020;7.399
36021 Gondomar;Mujeres;2019;7.195
36021 Gondomar;Mujeres;2018;7.162
36021 Gondomar;Mujeres;2017;7.167
36021 Gondomar;Mujeres;2016;7.149
36021 Gondomar;Mujeres;2015;7.102
36021 Gondomar;Mujeres;2014;7.109
36021 Gondomar;Mujeres;2013;7.099
36021 Gondomar;Mujeres;2012;7.096
36021 Gondomar;Mujeres;2011;7.078
36021 Gondomar;Mujeres;2010;7.028
36021 Gondomar;Mujeres;2009;7.025
36021 Gondomar;Mujeres;2008;6.962
36021 Gondomar;Mujeres;2007;6.746
36021 Gondomar;Mujeres;2006;6.488
36021 Gondomar;Mujeres;2005;6.405
36021 Gondomar;Mujeres;2004;6.144
36021 Gondomar;Mujeres;2003;6.091
36021 Gondomar;Mujeres;2002;6.020
36021 Gondomar;Mujeres;2001;5.917
36021 Gondomar;Mujeres;2000;5.848
36021 Gondomar;Mujeres;1999;5.778
36021 Gondomar;Mujeres;1998;5.705
36021 Gondomar;Mujeres;1997;""
36021 Gondomar;Mujeres;1996;5.678
36022 Grove, O;Total;2020;10.518
36022 Grove, O;Total;2019;10.650
36022 Grove, O;Total;2018;10.700
36022 Grove, O;Total;2017;10.746
36022 Grove, O;Total;2016;10.758
36022 Grove, O;Total;2015;10.801
36022 Grove, O;Total;2014;10.851
36022 Grove, O;Total;2013;11.096
36022 Grove, O;Total;2012;11.236
36022 Grove, O;Total;2011;11.241
36022 Grove, O;Total;2010;11.297
36022 Grove, O;Total;2009;11.250
36022 Grove, O;Total;2008;11.264
36022 Grove, O;Total;2007;11.226
36022 Grove, O;Total;2006;11.225
36022 Grove, O;Total;2005;11.218
36022 Grove, O;Total;2004;11.147
36022 Grove, O;Total;2003;11.135
36022 Grove, O;Total;2002;11.075
36022 Grove, O;Total;2001;11.061
36022 Grove, O;Total;2000;11.036
36022 Grove, O;Total;1999;11.049
36022 Grove, O;Total;1998;10.985
36022 Grove, O;Total;1997;""
36022 Grove, O;Total;1996;11.035
36022 Grove, O;Hombres;2020;5.178
36022 Grove, O;Hombres;2019;5.252
36022 Grove, O;Hombres;2018;5.289
36022 Grove, O;Hombres;2017;5.305
36022 Grove, O;Hombres;2016;5.301
36022 Grove, O;Hombres;2015;5.306
36022 Grove, O;Hombres;2014;5.343
36022 Grove, O;Hombres;2013;5.463
36022 Grove, O;Hombres;2012;5.526
36022 Grove, O;Hombres;2011;5.532
36022 Grove, O;Hombres;2010;5.557
36022 Grove, O;Hombres;2009;5.545
36022 Grove, O;Hombres;2008;5.556
36022 Grove, O;Hombres;2007;5.549
36022 Grove, O;Hombres;2006;5.548
36022 Grove, O;Hombres;2005;5.556
36022 Grove, O;Hombres;2004;5.512
36022 Grove, O;Hombres;2003;5.501
36022 Grove, O;Hombres;2002;5.487
36022 Grove, O;Hombres;2001;5.479
36022 Grove, O;Hombres;2000;5.467
36022 Grove, O;Hombres;1999;5.474
36022 Grove, O;Hombres;1998;5.464
36022 Grove, O;Hombres;1997;""
36022 Grove, O;Hombres;1996;5.478
36022 Grove, O;Mujeres;2020;5.340
36022 Grove, O;Mujeres;2019;5.398
36022 Grove, O;Mujeres;2018;5.411
36022 Grove, O;Mujeres;2017;5.441
36022 Grove, O;Mujeres;2016;5.457
36022 Grove, O;Mujeres;2015;5.495
36022 Grove, O;Mujeres;2014;5.508
36022 Grove, O;Mujeres;2013;5.633
36022 Grove, O;Mujeres;2012;5.710
36022 Grove, O;Mujeres;2011;5.709
36022 Grove, O;Mujeres;2010;5.740
36022 Grove, O;Mujeres;2009;5.705
36022 Grove, O;Mujeres;2008;5.708
36022 Grove, O;Mujeres;2007;5.677
36022 Grove, O;Mujeres;2006;5.677
36022 Grove, O;Mujeres;2005;5.662
36022 Grove, O;Mujeres;2004;5.635
36022 Grove, O;Mujeres;2003;5.634
36022 Grove, O;Mujeres;2002;5.588
36022 Grove, O;Mujeres;2001;5.582
36022 Grove, O;Mujeres;2000;5.569
36022 Grove, O;Mujeres;1999;5.575
36022 Grove, O;Mujeres;1998;5.521
36022 Grove, O;Mujeres;1997;""
36022 Grove, O;Mujeres;1996;5.557
36023 Guarda, A;Total;2020;10.025
36023 Guarda, A;Total;2019;9.977
36023 Guarda, A;Total;2018;10.013
36023 Guarda, A;Total;2017;10.051
36023 Guarda, A;Total;2016;10.133
36023 Guarda, A;Total;2015;10.193
36023 Guarda, A;Total;2014;10.314
36023 Guarda, A;Total;2013;10.438
36023 Guarda, A;Total;2012;10.453
36023 Guarda, A;Total;2011;10.484
36023 Guarda, A;Total;2010;10.472
36023 Guarda, A;Total;2009;10.425
36023 Guarda, A;Total;2008;10.404
36023 Guarda, A;Total;2007;10.356
36023 Guarda, A;Total;2006;10.254
36023 Guarda, A;Total;2005;10.209
36023 Guarda, A;Total;2004;10.162
36023 Guarda, A;Total;2003;10.131
36023 Guarda, A;Total;2002;10.032
36023 Guarda, A;Total;2001;9.936
36023 Guarda, A;Total;2000;10.000
36023 Guarda, A;Total;1999;9.919
36023 Guarda, A;Total;1998;9.919
36023 Guarda, A;Total;1997;""
36023 Guarda, A;Total;1996;9.921
36023 Guarda, A;Hombres;2020;4.901
36023 Guarda, A;Hombres;2019;4.877
36023 Guarda, A;Hombres;2018;4.875
36023 Guarda, A;Hombres;2017;4.889
36023 Guarda, A;Hombres;2016;4.937
36023 Guarda, A;Hombres;2015;4.969
36023 Guarda, A;Hombres;2014;5.035
36023 Guarda, A;Hombres;2013;5.101
36023 Guarda, A;Hombres;2012;5.097
36023 Guarda, A;Hombres;2011;5.110
36023 Guarda, A;Hombres;2010;5.102
36023 Guarda, A;Hombres;2009;5.088
36023 Guarda, A;Hombres;2008;5.060
36023 Guarda, A;Hombres;2007;5.020
36023 Guarda, A;Hombres;2006;5.014
36023 Guarda, A;Hombres;2005;4.983
36023 Guarda, A;Hombres;2004;4.951
36023 Guarda, A;Hombres;2003;4.941
36023 Guarda, A;Hombres;2002;4.895
36023 Guarda, A;Hombres;2001;4.847
36023 Guarda, A;Hombres;2000;4.872
36023 Guarda, A;Hombres;1999;4.819
36023 Guarda, A;Hombres;1998;4.799
36023 Guarda, A;Hombres;1997;""
36023 Guarda, A;Hombres;1996;4.757
36023 Guarda, A;Mujeres;2020;5.124
36023 Guarda, A;Mujeres;2019;5.100
36023 Guarda, A;Mujeres;2018;5.138
36023 Guarda, A;Mujeres;2017;5.162
36023 Guarda, A;Mujeres;2016;5.196
36023 Guarda, A;Mujeres;2015;5.224
36023 Guarda, A;Mujeres;2014;5.279
36023 Guarda, A;Mujeres;2013;5.337
36023 Guarda, A;Mujeres;2012;5.356
36023 Guarda, A;Mujeres;2011;5.374
36023 Guarda, A;Mujeres;2010;5.370
36023 Guarda, A;Mujeres;2009;5.337
36023 Guarda, A;Mujeres;2008;5.344
36023 Guarda, A;Mujeres;2007;5.336
36023 Guarda, A;Mujeres;2006;5.240
36023 Guarda, A;Mujeres;2005;5.226
36023 Guarda, A;Mujeres;2004;5.211
36023 Guarda, A;Mujeres;2003;5.190
36023 Guarda, A;Mujeres;2002;5.137
36023 Guarda, A;Mujeres;2001;5.089
36023 Guarda, A;Mujeres;2000;5.128
36023 Guarda, A;Mujeres;1999;5.100
36023 Guarda, A;Mujeres;1998;5.120
36023 Guarda, A;Mujeres;1997;""
36023 Guarda, A;Mujeres;1996;5.164
36901 Illa de Arousa, A;Total;2020;4.932
36901 Illa de Arousa, A;Total;2019;4.926
36901 Illa de Arousa, A;Total;2018;4.958
36901 Illa de Arousa, A;Total;2017;4.968
36901 Illa de Arousa, A;Total;2016;4.909
36901 Illa de Arousa, A;Total;2015;4.956
36901 Illa de Arousa, A;Total;2014;5.006
36901 Illa de Arousa, A;Total;2013;5.028
36901 Illa de Arousa, A;Total;2012;4.981
36901 Illa de Arousa, A;Total;2011;5.020
36901 Illa de Arousa, A;Total;2010;5.000
36901 Illa de Arousa, A;Total;2009;4.982
36901 Illa de Arousa, A;Total;2008;4.928
36901 Illa de Arousa, A;Total;2007;4.889
36901 Illa de Arousa, A;Total;2006;4.849
36901 Illa de Arousa, A;Total;2005;4.884
36901 Illa de Arousa, A;Total;2004;4.874
36901 Illa de Arousa, A;Total;2003;4.877
36901 Illa de Arousa, A;Total;2002;4.885
36901 Illa de Arousa, A;Total;2001;4.953
36901 Illa de Arousa, A;Total;2000;4.948
36901 Illa de Arousa, A;Total;1999;4.850
36901 Illa de Arousa, A;Total;1998;4.828
36901 Illa de Arousa, A;Total;1997;""
36901 Illa de Arousa, A;Total;1996;""
36901 Illa de Arousa, A;Hombres;2020;2.449
36901 Illa de Arousa, A;Hombres;2019;2.458
36901 Illa de Arousa, A;Hombres;2018;2.459
36901 Illa de Arousa, A;Hombres;2017;2.461
36901 Illa de Arousa, A;Hombres;2016;2.432
36901 Illa de Arousa, A;Hombres;2015;2.459
36901 Illa de Arousa, A;Hombres;2014;2.478
36901 Illa de Arousa, A;Hombres;2013;2.490
36901 Illa de Arousa, A;Hombres;2012;2.467
36901 Illa de Arousa, A;Hombres;2011;2.488
36901 Illa de Arousa, A;Hombres;2010;2.476
36901 Illa de Arousa, A;Hombres;2009;2.463
36901 Illa de Arousa, A;Hombres;2008;2.438
36901 Illa de Arousa, A;Hombres;2007;2.427
36901 Illa de Arousa, A;Hombres;2006;2.419
36901 Illa de Arousa, A;Hombres;2005;2.434
36901 Illa de Arousa, A;Hombres;2004;2.424
36901 Illa de Arousa, A;Hombres;2003;2.425
36901 Illa de Arousa, A;Hombres;2002;2.418
36901 Illa de Arousa, A;Hombres;2001;2.458
36901 Illa de Arousa, A;Hombres;2000;2.457
36901 Illa de Arousa, A;Hombres;1999;2.392
36901 Illa de Arousa, A;Hombres;1998;2.363
36901 Illa de Arousa, A;Hombres;1997;""
36901 Illa de Arousa, A;Hombres;1996;""
36901 Illa de Arousa, A;Mujeres;2020;2.483
36901 Illa de Arousa, A;Mujeres;2019;2.468
36901 Illa de Arousa, A;Mujeres;2018;2.499
36901 Illa de Arousa, A;Mujeres;2017;2.507
36901 Illa de Arousa, A;Mujeres;2016;2.477
36901 Illa de Arousa, A;Mujeres;2015;2.497
36901 Illa de Arousa, A;Mujeres;2014;2.528
36901 Illa de Arousa, A;Mujeres;2013;2.538
36901 Illa de Arousa, A;Mujeres;2012;2.514
36901 Illa de Arousa, A;Mujeres;2011;2.532
36901 Illa de Arousa, A;Mujeres;2010;2.524
36901 Illa de Arousa, A;Mujeres;2009;2.519
36901 Illa de Arousa, A;Mujeres;2008;2.490
36901 Illa de Arousa, A;Mujeres;2007;2.462
36901 Illa de Arousa, A;Mujeres;2006;2.430
36901 Illa de Arousa, A;Mujeres;2005;2.450
36901 Illa de Arousa, A;Mujeres;2004;2.450
36901 Illa de Arousa, A;Mujeres;2003;2.452
36901 Illa de Arousa, A;Mujeres;2002;2.467
36901 Illa de Arousa, A;Mujeres;2001;2.495
36901 Illa de Arousa, A;Mujeres;2000;2.491
36901 Illa de Arousa, A;Mujeres;1999;2.458
36901 Illa de Arousa, A;Mujeres;1998;2.465
36901 Illa de Arousa, A;Mujeres;1997;""
36901 Illa de Arousa, A;Mujeres;1996;""
36024 Lalín;Total;2020;20.207
36024 Lalín;Total;2019;20.218
36024 Lalín;Total;2018;20.103
36024 Lalín;Total;2017;20.075
36024 Lalín;Total;2016;20.044
36024 Lalín;Total;2015;20.005
36024 Lalín;Total;2014;20.158
36024 Lalín;Total;2013;20.048
36024 Lalín;Total;2012;20.409
36024 Lalín;Total;2011;21.127
36024 Lalín;Total;2010;21.216
36024 Lalín;Total;2009;21.254
36024 Lalín;Total;2008;21.130
36024 Lalín;Total;2007;20.867
36024 Lalín;Total;2006;20.779
36024 Lalín;Total;2005;20.732
36024 Lalín;Total;2004;20.698
36024 Lalín;Total;2003;20.648
36024 Lalín;Total;2002;20.453
36024 Lalín;Total;2001;20.266
36024 Lalín;Total;2000;20.169
36024 Lalín;Total;1999;20.196
36024 Lalín;Total;1998;20.090
36024 Lalín;Total;1997;""
36024 Lalín;Total;1996;20.515
36024 Lalín;Hombres;2020;9.864
36024 Lalín;Hombres;2019;9.846
36024 Lalín;Hombres;2018;9.743
36024 Lalín;Hombres;2017;9.751
36024 Lalín;Hombres;2016;9.738
36024 Lalín;Hombres;2015;9.707
36024 Lalín;Hombres;2014;9.783
36024 Lalín;Hombres;2013;9.721
36024 Lalín;Hombres;2012;9.958
36024 Lalín;Hombres;2011;10.291
36024 Lalín;Hombres;2010;10.376
36024 Lalín;Hombres;2009;10.403
36024 Lalín;Hombres;2008;10.308
36024 Lalín;Hombres;2007;10.130
36024 Lalín;Hombres;2006;10.049
36024 Lalín;Hombres;2005;9.995
36024 Lalín;Hombres;2004;9.994
36024 Lalín;Hombres;2003;9.979
36024 Lalín;Hombres;2002;9.867
36024 Lalín;Hombres;2001;9.776
36024 Lalín;Hombres;2000;9.707
36024 Lalín;Hombres;1999;9.755
36024 Lalín;Hombres;1998;9.723
36024 Lalín;Hombres;1997;""
36024 Lalín;Hombres;1996;9.987
36024 Lalín;Mujeres;2020;10.343
